CVE,CNA,File,RuleName,ErrorCode,ErrorText
CVE-2024-29941,ICT,/home/runner/.cache/cvelint/cvelistV5/cves/2024/29xxx/CVE-2024-29941.json,check-leading-trailing-space,E004,containers.cna.descriptions.0.value,Trailing or leading whitespace in description
